FBgn0000003	23
FBgn0000008	1532
FBgn0000014	0
FBgn0000015	1
FBgn0000017	10489
FBgn0000018	356
FBgn0000022	0
FBgn0000024	22150
FBgn0000028	1291
FBgn0000032	907
FBgn0000036	7934
FBgn0000037	5926
FBgn0000038	27198
FBgn0000039	3696
FBgn0000042	64591
FBgn0000043	1649
FBgn0000044	36500
FBgn0000045	1650
FBgn0000046	4508
FBgn0000047	52
FBgn0000052	6666
FBgn0000053	12408
FBgn0000055	610
FBgn0000056	0
FBgn0000057	2251
FBgn0000061	31
FBgn0000063	51
FBgn0000064	102570
FBgn0000071	12
FBgn0000075	489
FBgn0000077	657
FBgn0000078	929
FBgn0000079	2642
FBgn0000083	12918
FBgn0000084	6524
FBgn0000092	479
FBgn0000094	2
FBgn0000097	3594
FBgn0000100	43429
FBgn0000108	72468
FBgn0000109	686
FBgn0000114	5638
FBgn0000115	1242
FBgn0000116	178819
FBgn0000117	22798
FBgn0000119	3003
FBgn0000120	318412
FBgn0000121	253491
FBgn0000137	0
FBgn0000139	1220
FBgn0000140	31
FBgn0000146	57
FBgn0000147	44
FBgn0000150	16626
FBgn0000152	343
FBgn0000153	1377
FBgn0000157	1496
FBgn0000158	2
FBgn0000163	4887
FBgn0000166	8
FBgn0000173	10096
FBgn0000179	2571
FBgn0000180	525
FBgn0000181	25447
FBgn0000182	0
FBgn0000183	7454
FBgn0000206	13658
FBgn0000212	5052
FBgn0000216	0
FBgn0000221	343
FBgn0000227	0
FBgn0000228	3917
FBgn0000229	6636
FBgn0000233	61
FBgn0000239	4270
FBgn0000241	1261
FBgn0000244	6241
FBgn0000246	236
FBgn0000247	4356
FBgn0000250	6597
FBgn0000251	10
FBgn0000253	221574
FBgn0000256	4923
FBgn0000257	2101
FBgn0000259	7136
FBgn0000261	24484
FBgn0000273	25623
FBgn0000274	1
FBgn0000276	1
FBgn0000277	0
FBgn0000278	0
FBgn0000279	4
FBgn0000280	0
FBgn0000281	0
FBgn0000283	4219
FBgn0000286	5449
FBgn0000287	1889
FBgn0000289	10804
FBgn0000299	30042
FBgn0000303	8950
FBgn0000307	5006
FBgn0000308	18509
FBgn0000316	1498
FBgn0000317	3111
FBgn0000318	2957
FBgn0000319	26701
FBgn0000320	3453
FBgn0000326	1336
FBgn0000330	1431
FBgn0000337	0
FBgn0000339	1891
FBgn0000346	24654
FBgn0000351	24
FBgn0000352	3198
FBgn0000355	1
FBgn0000356	0
FBgn0000357	25
FBgn0000358	5
FBgn0000359	1
FBgn0000360	0
FBgn0000370	14128
FBgn0000376	1506
FBgn0000377	1474
FBgn0000382	22221
FBgn0000384	1524
FBgn0000392	0
FBgn0000394	1407
FBgn0000395	1257
FBgn0000404	183
