FBgn0000003	21
FBgn0000008	1166
FBgn0000014	1
FBgn0000015	4
FBgn0000017	7925
FBgn0000018	293
FBgn0000022	0
FBgn0000024	17009
FBgn0000028	963
FBgn0000032	742
FBgn0000036	6323
FBgn0000037	4635
FBgn0000038	21164
FBgn0000039	2868
FBgn0000042	50304
FBgn0000043	1315
FBgn0000044	21012
FBgn0000045	1131
FBgn0000046	2842
FBgn0000047	56
FBgn0000052	5795
FBgn0000053	7530
FBgn0000055	357
FBgn0000056	0
FBgn0000057	1563
FBgn0000061	13
FBgn0000063	52
FBgn0000064	82042
FBgn0000071	13
FBgn0000075	346
FBgn0000077	450
FBgn0000078	389
FBgn0000079	1339
FBgn0000083	10326
FBgn0000084	5526
FBgn0000092	261
FBgn0000094	1
FBgn0000097	2268
FBgn0000100	33896
FBgn0000108	54633
FBgn0000109	500
FBgn0000114	4515
FBgn0000115	1014
FBgn0000116	127689
FBgn0000117	17566
FBgn0000119	2342
FBgn0000120	238649
FBgn0000121	226341
FBgn0000137	0
FBgn0000139	1005
FBgn0000140	10
FBgn0000146	35
FBgn0000147	47
FBgn0000150	12628
FBgn0000152	264
FBgn0000153	1962
FBgn0000157	1172
FBgn0000158	0
FBgn0000163	4064
FBgn0000166	8
FBgn0000173	8115
FBgn0000179	2071
FBgn0000180	403
FBgn0000181	19863
FBgn0000182	0
FBgn0000183	5535
FBgn0000206	11301
FBgn0000212	3540
FBgn0000216	0
FBgn0000221	281
FBgn0000227	1
FBgn0000228	2862
FBgn0000229	5155
FBgn0000233	42
FBgn0000239	3532
FBgn0000241	1120
FBgn0000244	4559
FBgn0000246	190
FBgn0000247	3348
FBgn0000250	5785
FBgn0000251	1
FBgn0000253	168447
FBgn0000256	4133
FBgn0000257	1622
FBgn0000259	5350
FBgn0000261	22262
FBgn0000273	18595
FBgn0000274	0
FBgn0000276	0
FBgn0000277	0
FBgn0000278	0
FBgn0000279	1
FBgn0000280	0
FBgn0000281	1
FBgn0000283	3236
FBgn0000286	4250
FBgn0000287	1405
FBgn0000289	7790
FBgn0000299	22220
FBgn0000303	7522
FBgn0000307	3837
FBgn0000308	13779
FBgn0000316	1246
FBgn0000317	2519
FBgn0000318	2568
FBgn0000319	19903
FBgn0000320	3046
FBgn0000326	1059
FBgn0000330	1208
FBgn0000337	0
FBgn0000339	1685
FBgn0000346	18495
FBgn0000351	16
FBgn0000352	2265
FBgn0000355	0
FBgn0000356	0
FBgn0000357	22
FBgn0000358	9
FBgn0000359	1
FBgn0000360	1
FBgn0000370	11851
FBgn0000376	1045
FBgn0000377	1116
FBgn0000382	16773
FBgn0000384	1140
FBgn0000392	0
FBgn0000394	1148
FBgn0000395	1030
FBgn0000404	94
FBgn0000405	54
FBgn0000406	33970
FBgn0000411	937
FBgn0000412	4649
FBgn0000414	12209
FBgn0000416	38933
FBgn0000422	12414
FBgn0000426	164
FBgn0000427	1
FBgn0000439	1359
FBgn0000442	28
FBgn0000447	878
FBgn0000448	1395
FBgn0000449	0
FBgn0000451	251
FBgn0000454	5987
FBgn0000455	1991
FBgn0000459	1237
FBgn0000463	863
FBgn0000464	922
FBgn0000473	10114
FBgn0000477	3392
FBgn0000479	17857
FBgn0000482	1003
FBgn0000489	6500
FBgn0000490	1112
FBgn0000492	561
FBgn0000499	1696
FBgn0000500	2148
FBgn0000504	2310
FBgn0000520	573
FBgn0000524	450
FBgn0000527	2807
FBgn0000529	289
FBgn0000533	913
FBgn0000535	7246
FBgn0000536	8276
FBgn0000541	9035
FBgn0000542	434
FBgn0000543	1177
FBgn0000546	3587
FBgn0000547	5889
FBgn0000551	46
FBgn0000552	2
FBgn0000557	44171
FBgn0000559	131027
FBgn0000560	39
FBgn0000562	4262
FBgn0000564	19
FBgn0000565	4236
FBgn0000566	1496
FBgn0000567	2057
FBgn0000568	12638
FBgn0000575	8691
FBgn0000576	223
FBgn0000577	172
FBgn0000578	2295
FBgn0000579	59048
FBgn0000581	5524
FBgn0000588	493
FBgn0000591	0
FBgn0000592	19974
FBgn0000594	0
FBgn0000606	5
FBgn0000611	6584
FBgn0000615	86
FBgn0000617	418
FBgn0000618	193
FBgn0000625	423
FBgn0000629	1101
FBgn0000633	3585
FBgn0000635	7172
FBgn0000636	3026
FBgn0000639	10
FBgn0000640	0
FBgn0000644	55
FBgn0000658	250
FBgn0000659	1194
FBgn0000662	3711
FBgn0000667	8156
FBgn0000709	1954
FBgn0000711	12655
FBgn0000715	491
FBgn0000719	2253
FBgn0000721	7718
FBgn0000723	7483
FBgn0000808	6
FBgn0000810	827
FBgn0000826	39
FBgn0000927	20
FBgn0000928	30
FBgn0000964	570
FBgn0000996	242
FBgn0001075	337
FBgn0001077	3
FBgn0001078	4434
FBgn0001079	597
FBgn0001083	1511
FBgn0001084	204
FBgn0001085	853
FBgn0001086	14
FBgn0001087	4730
FBgn0001089	180
FBgn0001090	28191
FBgn0001091	51062
FBgn0001092	44014
FBgn0001098	33417
FBgn0001099	6
FBgn0001104	1768
FBgn0001105	21171
FBgn0001108	3745
FBgn0001112	754
FBgn0001114	27729
FBgn0001120	3
FBgn0001122	17891
FBgn0001123	4643
FBgn0001124	13063
FBgn0001125	19130
FBgn0001128	41362
FBgn0001133	816
FBgn0001134	784
FBgn0001137	417
FBgn0001138	631
FBgn0001139	5335
FBgn0001142	10800
FBgn0001145	71612
FBgn0001147	10
FBgn0001148	4
FBgn0001149	14976
FBgn0001150	308
FBgn0001168	2755
FBgn0001169	1248
FBgn0001170	31
FBgn0001174	3
FBgn0001179	645
FBgn0001180	270
FBgn0001185	880
FBgn0001186	20158
FBgn0001187	7014
FBgn0001189	1329
FBgn0001197	2558
FBgn0001202	3690
FBgn0001206	400
FBgn0001208	22897
FBgn0001215	8704
FBgn0001216	974
FBgn0001217	216
FBgn0001218	21202
FBgn0001220	14145
FBgn0001222	2575
FBgn0001223	0
FBgn0001224	463
FBgn0001225	443
FBgn0001226	171
FBgn0001227	77
FBgn0001228	1
FBgn0001229	497
FBgn0001230	850
FBgn0001233	10532
FBgn0001234	6662
FBgn0001235	15805
FBgn0001247	4534
FBgn0001248	17315
FBgn0001250	5727
FBgn0001253	234
FBgn0001254	1
FBgn0001255	21
FBgn0001256	29
FBgn0001257	771
FBgn0001258	810
FBgn0001259	178
FBgn0001263	24676
FBgn0001269	180
FBgn0001276	359
FBgn0001280	539
FBgn0001281	0
FBgn0001285	18
FBgn0001291	1499
FBgn0001296	4748
FBgn0001297	8222
FBgn0001301	1633
FBgn0001308	6098
FBgn0001311	240
FBgn0001313	0
FBgn0001316	5740
FBgn0001319	647
FBgn0001320	638
FBgn0001321	43
FBgn0001323	705
FBgn0001324	1902
FBgn0001325	177
FBgn0001330	405
FBgn0001341	405
FBgn0001404	6524
FBgn0001491	712
FBgn0001565	4626
FBgn0001612	809
FBgn0001624	17758
FBgn0001941	1457
FBgn0001942	55447
FBgn0001961	4498
FBgn0001965	3839
FBgn0001967	0
FBgn0001970	11
FBgn0001977	620
FBgn0001978	1861
FBgn0001981	42
FBgn0001983	2
FBgn0001986	845
FBgn0001987	1658
FBgn0001989	4395
FBgn0001990	415
FBgn0001991	12229
FBgn0001992	86
FBgn0001994	6110
FBgn0001995	1037
FBgn0002021	1409
FBgn0002022	1763
FBgn0002023	703
FBgn0002031	3922
FBgn0002036	2074
FBgn0002044	4317
FBgn0002069	352
FBgn0002121	2983
FBgn0002174	2137
FBgn0002183	1417
FBgn0002283	837
FBgn0002284	2363
FBgn0002306	2433
FBgn0002354	361
FBgn0002413	5353
FBgn0002431	7351
FBgn0002440	2
FBgn0002441	1996
FBgn0002466	30
FBgn0002521	2810
FBgn0002522	137
FBgn0002524	1768
FBgn0002525	1546
FBgn0002526	1693
FBgn0002531	36
FBgn0002533	8
FBgn0002534	7
FBgn0002535	2
FBgn0002542	131
FBgn0002543	588
FBgn0002552	602
FBgn0002561	0
FBgn0002562	54
FBgn0002563	3763
FBgn0002564	13
FBgn0002565	13543
FBgn0002566	3390
FBgn0002567	19985
FBgn0002569	5
FBgn0002570	184
FBgn0002571	1
FBgn0002573	50
FBgn0002576	697
FBgn0002577	19
FBgn0002578	1
FBgn0002579	26366
FBgn0002590	25725
FBgn0002592	50
FBgn0002593	26286
FBgn0002609	145
FBgn0002622	31051
FBgn0002626	18016
FBgn0002629	0
FBgn0002631	0
FBgn0002632	2
FBgn0002633	16
FBgn0002638	1070
FBgn0002641	644
FBgn0002643	5401
FBgn0002645	5505
FBgn0002673	43
FBgn0002707	287
FBgn0002709	6
FBgn0002715	115
FBgn0002716	33
FBgn0002719	37901
FBgn0002723	2085
FBgn0002732	13
FBgn0002733	182
FBgn0002734	0
FBgn0002735	0
FBgn0002736	657
FBgn0002772	10404
FBgn0002773	40136
FBgn0002774	4102
FBgn0002775	651
FBgn0002778	1873
FBgn0002780	3206
FBgn0002781	5663
FBgn0002783	3145
FBgn0002787	2686
FBgn0002789	2200
FBgn0002791	649
FBgn0002838	0
FBgn0002842	0
FBgn0002855	0
FBgn0002856	0
FBgn0002862	12
FBgn0002863	0
FBgn0002865	0
FBgn0002868	27439
FBgn0002869	7
FBgn0002872	242
FBgn0002873	0
FBgn0002878	390
FBgn0002887	549
FBgn0002891	520
FBgn0002899	88
FBgn0002901	135
FBgn0002905	242
FBgn0002906	316
FBgn0002909	0
FBgn0002914	0
FBgn0002917	8048
FBgn0002921	238870
FBgn0002922	9
FBgn0002924	134
FBgn0002926	1
FBgn0002930	9974
FBgn0002931	403
FBgn0002932	417
FBgn0002933	0
FBgn0002936	0
FBgn0002937	10976
FBgn0002938	201253
FBgn0002939	237
FBgn0002940	960384
FBgn0002941	202
FBgn0002945	1440
FBgn0002948	228
FBgn0002962	1
FBgn0002973	3993
FBgn0002985	97
FBgn0002989	179
FBgn0003002	304
FBgn0003008	629
FBgn0003009	0
FBgn0003011	1843
FBgn0003015	0
FBgn0003016	3791
FBgn0003023	7
FBgn0003028	809
FBgn0003034	0
FBgn0003041	718
FBgn0003042	1298
FBgn0003044	1153
FBgn0003046	49
FBgn0003048	2507
FBgn0003053	1746
FBgn0003057	0
FBgn0003060	2
FBgn0003062	597
FBgn0003065	3
FBgn0003067	0
FBgn0003068	6158
FBgn0003071	15929
FBgn0003074	20880
FBgn0003076	13382
FBgn0003079	1866
FBgn0003082	66
FBgn0003086	9
FBgn0003087	11
FBgn0003089	58
FBgn0003090	922
FBgn0003091	9765
FBgn0003093	13416
FBgn0003114	0
FBgn0003116	1732
FBgn0003117	112
FBgn0003118	816
FBgn0003124	4
FBgn0003129	18
FBgn0003130	78
FBgn0003132	29
FBgn0003134	8403
FBgn0003137	8772
FBgn0003139	1123
FBgn0003140	0
FBgn0003141	2910
FBgn0003145	0
FBgn0003149	11911
FBgn0003159	4113
FBgn0003162	15567
FBgn0003165	14381
FBgn0003169	2939
FBgn0003174	365
FBgn0003175	6500
FBgn0003187	16
FBgn0003189	1521
FBgn0003204	5902
FBgn0003205	3183
FBgn0003206	1716
FBgn0003209	3512
FBgn0003210	3519
FBgn0003218	17618
FBgn0003227	41
FBgn0003231	9657
FBgn0003248	5118
FBgn0003249	22906
FBgn0003250	45037
FBgn0003254	45
FBgn0003255	384
FBgn0003256	2239
FBgn0003257	326
FBgn0003261	29719
FBgn0003267	13
FBgn0003268	217
FBgn0003270	3
FBgn0003274	30822
FBgn0003275	518
FBgn0003277	2917
FBgn0003278	313
FBgn0003279	43405
FBgn0003285	686
FBgn0003292	402
FBgn0003295	305
FBgn0003300	115
FBgn0003301	10610
FBgn0003302	498
FBgn0003308	1986
FBgn0003310	2708
FBgn0003312	45
FBgn0003313	0
FBgn0003317	1890
FBgn0003319	31
FBgn0003321	5092
FBgn0003326	1060
FBgn0003330	607
FBgn0003334	2374
FBgn0003339	806
FBgn0003345	4919
FBgn0003346	433
FBgn0003353	2120
FBgn0003356	0
FBgn0003357	1
FBgn0003358	2
FBgn0003360	150190
FBgn0003366	4391
FBgn0003371	25224
FBgn0003372	41
FBgn0003373	0
FBgn0003374	2
FBgn0003375	0
FBgn0003377	2
FBgn0003378	3
FBgn0003380	44752
FBgn0003382	2
FBgn0003386	4818
FBgn0003388	53
FBgn0003390	1703
FBgn0003391	4160
FBgn0003392	31632
FBgn0003396	3155
FBgn0003401	2
FBgn0003410	2539
FBgn0003411	0
FBgn0003415	6632
FBgn0003416	856
FBgn0003423	18797
FBgn0003429	26629
FBgn0003430	434
FBgn0003435	17553
FBgn0003444	798
FBgn0003447	5632
FBgn0003448	3
FBgn0003449	1051
FBgn0003450	5
FBgn0003459	638
FBgn0003460	1021
FBgn0003462	19424
FBgn0003463	5179
FBgn0003464	5849
FBgn0003475	10733
FBgn0003479	285
FBgn0003480	75
FBgn0003482	3
FBgn0003483	163
FBgn0003486	2
FBgn0003495	1789
FBgn0003499	1342
FBgn0003502	1675
FBgn0003507	2014
FBgn0003510	0
FBgn0003511	0
FBgn0003512	595
FBgn0003513	282
FBgn0003514	3703
FBgn0003515	1537
FBgn0003517	31460
FBgn0003520	12688
FBgn0003525	36
FBgn0003527	0
FBgn0003545	0
FBgn0003557	5731
FBgn0003559	1458
FBgn0003567	1151
FBgn0003575	2410
FBgn0003598	1269
FBgn0003607	2365
FBgn0003612	2818
FBgn0003638	12639
FBgn0003651	2527
FBgn0003654	1675
FBgn0003655	6
FBgn0003656	7852
FBgn0003660	3033
FBgn0003676	1167
FBgn0003683	1
FBgn0003687	372
FBgn0003701	60
FBgn0003710	2500
FBgn0003714	940
FBgn0003716	3028
FBgn0003719	189
FBgn0003720	2
FBgn0003721	14886
FBgn0003731	5308
FBgn0003733	12
FBgn0003741	361
FBgn0003742	662
FBgn0003744	3995
FBgn0003747	3
FBgn0003748	29449
FBgn0003751	65
FBgn0003861	163606
FBgn0003862	6453
FBgn0003863	0
FBgn0003865	0
FBgn0003866	413
FBgn0003867	4429
FBgn0003870	4024
FBgn0003882	1600
FBgn0003884	43007
FBgn0003885	4937
FBgn0003886	18
FBgn0003888	768
FBgn0003889	72
FBgn0003890	6404
FBgn0003891	14946
FBgn0003892	276
FBgn0003896	1016
FBgn0003900	14
FBgn0003916	0
FBgn0003920	1
FBgn0003922	5
FBgn0003923	0
FBgn0003926	0
FBgn0003930	37
FBgn0003931	0
FBgn0003933	0
FBgn0003934	0
FBgn0003935	5
FBgn0003936	0
FBgn0003938	3
FBgn0003941	25146
FBgn0003942	23174
FBgn0003943	8117
FBgn0003944	15
FBgn0003950	28
FBgn0003961	0
FBgn0003963	739
FBgn0003964	2324
FBgn0003965	2261
FBgn0003969	2337
FBgn0003975	234
FBgn0003977	2124
FBgn0003978	250
FBgn0003979	1
FBgn0003980	8
FBgn0003983	1
FBgn0003984	978
FBgn0003996	996
FBgn0003997	992
FBgn0004003	144
FBgn0004034	3
FBgn0004045	20
FBgn0004047	1765
FBgn0004049	2133
FBgn0004050	1467
FBgn0004052	1
FBgn0004053	0
FBgn0004054	3
FBgn0004055	8681
FBgn0004057	2649
FBgn0004066	2275
FBgn0004087	289
FBgn0004101	618
FBgn0004102	2496
FBgn0004103	11363
FBgn0004106	12
FBgn0004107	177
FBgn0004108	2048
FBgn0004110	5
FBgn0004117	9445
FBgn0004118	3140
FBgn0004132	1116
FBgn0004133	1189
FBgn0004143	2
FBgn0004167	13046
FBgn0004168	2665
FBgn0004169	19024
FBgn0004170	0
FBgn0004171	0
FBgn0004172	0
FBgn0004173	0
FBgn0004174	1
FBgn0004175	1
FBgn0004177	13192
FBgn0004179	13307
FBgn0004181	0
FBgn0004183	1
FBgn0004185	1
FBgn0004186	4
FBgn0004187	10
FBgn0004188	3
FBgn0004189	2
FBgn0004190	1
FBgn0004191	15
FBgn0004192	1
FBgn0004197	112
FBgn0004198	9834
FBgn0004227	6060
FBgn0004228	1
FBgn0004237	4071
FBgn0004240	5
FBgn0004242	49163
FBgn0004244	28840
FBgn0004359	766
FBgn0004360	124
FBgn0004362	2105
FBgn0004363	35821
FBgn0004364	3801
FBgn0004367	373
FBgn0004368	4754
FBgn0004369	7171
FBgn0004370	4501
FBgn0004372	9
FBgn0004373	6948
FBgn0004374	114
FBgn0004378	5
FBgn0004379	26
FBgn0004380	2953
FBgn0004381	2740
FBgn0004387	3662
FBgn0004389	3
FBgn0004390	2329
FBgn0004391	603
FBgn0004394	231
FBgn0004395	3107
FBgn0004396	889
FBgn0004397	6270
FBgn0004400	9
FBgn0004401	10300
FBgn0004403	19194
FBgn0004404	8754
FBgn0004406	226
FBgn0004407	0
FBgn0004414	0
FBgn0004419	3170
FBgn0004425	3
FBgn0004426	2
FBgn0004427	3
FBgn0004428	0
FBgn0004429	3
FBgn0004430	4
FBgn0004431	12
FBgn0004432	25570
