FlyBaseID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBgn0000008	825.675324092301	-0.339096366580113	0.132578585237141	-2.55770089847902	0.0105366676238777	0.0114842970799501
FBgn0000014	604.726004639663	1.59519180008887	0.251334251987225	6.34689377781247	2.19705715182602e-10	2.88161031257367e-10
FBgn0000015	577.960204052356	3.34552338014656	0.220955136411919	15.1411885438572	8.66337269952913e-52	3.30214231669794e-51
FBgn0000017	3869.10335645119	-0.92020980468986	0.137519119049151	-6.69150450535511	2.20887700523428e-11	2.95584266068497e-11
FBgn0000018	628.605213044871	-0.643943551611859	0.0975513002163833	-6.60107605109821	4.08184077423693e-11	5.43448231981786e-11
FBgn0000024	2460.72096040327	2.30575397015822	0.126014810863654	18.2974838779309	8.66597153209803e-75	5.06665609219546e-74
FBgn0000028	214.878155358086	3.59982446330866	0.21694733166458	16.5930801530867	7.82046941917143e-62	3.63376589291898e-61
FBgn0000032	3585.67803564775	-2.44969296840521	0.123800440026519	-19.7874334524213	3.82005745559595e-87	2.75398406926917e-86
FBgn0000036	638.195898185966	2.70095715159749	0.167248062433154	16.1494077258863	1.14657299449129e-58	4.99002081138454e-58
FBgn0000037	401.650702183255	2.70596382231801	0.233287672783174	11.599257646301	4.15668205651518e-31	9.40186737744705e-31
FBgn0000038	1826.66422894593	2.79784652750099	0.202791257143261	13.7966821988014	2.66854507191505e-43	8.42188263080881e-43
FBgn0000039	229.874490931699	2.83093654211496	0.271930648165439	10.4105093015946	2.22030604281258e-25	4.29520893940299e-25
FBgn0000042	63176.9738912698	-1.04009229295104	0.0806529606175762	-12.8958972489892	4.7470566674429e-38	1.30840264946362e-37
FBgn0000043	10123.4317235288	-0.599300167670948	0.0878801615196428	-6.81951600119663	9.13477394508712e-12	1.2331370836873e-11
FBgn0000044	29019.8836567842	2.11260627683752	0.110761028160288	19.0735524211663	4.18860352520993e-81	2.73893410370119e-80
FBgn0000045	54769.8605846516	3.36474741635447	0.135268716759434	24.8745422959725	1.4034022865285e-136	1.86951537966412e-135
FBgn0000046	13871.7230211525	2.91625356240502	0.109561812882835	26.6174270548413	4.26652201675085e-156	7.15081193616e-155
FBgn0000047	31247.1033984633	2.73465412977829	0.138767014270734	19.7068023993294	1.88508665725063e-86	1.34343690844833e-85
FBgn0000052	4874.60361112107	-0.215580321447806	0.169782977671972	-1.26974049108926	0.204177084449692	0.212841325968907
FBgn0000053	4200.08715076347	0.127592276041213	0.191636602214672	0.665803268095328	0.505536855715437	0.516642751006193
FBgn0000055	242.60135156342	1.72095244133021	0.209367876476782	8.21975400567746	2.03921023489589e-16	3.12317668639401e-16
FBgn0000057	2075.3506742345	0.392049505093464	0.0732578787390093	5.35163605392113	8.71625671482055e-08	1.08309274731643e-07
FBgn0000063	1142.64619688661	-3.03377072941714	0.105514923035266	-28.7520536635673	8.5376467956053e-182	1.81114604195462e-180
FBgn0000064	114649.457612721	1.72346609935067	0.104946328505358	16.4223572553344	1.32324560808202e-60	6.01595617741327e-60
FBgn0000075	234.856274425514	-0.185547227464066	0.354589105753384	-0.523273909021654	0.600783654861567	0.610392060691684
FBgn0000077	668.219111723242	-1.55452335593367	0.0955338918112452	-16.2719567523228	1.56088960998972e-59	6.93103030125462e-59
FBgn0000078	10298.6942936012	2.14219305126866	0.107785677917881	19.8745611907803	6.75747402560607e-88	4.91664489449269e-87
FBgn0000079	34551.3326440895	2.06091921520616	0.134863201469472	15.2815534018942	1.01492282652897e-52	3.93062212988081e-52
FBgn0000083	9367.93372667827	0.3577226865846	0.128330386904697	2.78751350488998	0.0053114240394931	0.00583757663944288
FBgn0000084	2948.12626560189	-0.0673320882183378	0.120936636719321	-0.556755091301299	0.577694770889997	0.587793112273849
FBgn0000092	84.7634925385855	3.22250367151058	0.505558075077128	6.37415131984383	1.83978872436274e-10	2.41839398899434e-10
FBgn0000094	5628.0306595213	15.8564750909813	1.03364141910205	15.3404021916578	4.10642859787579e-53	1.60614234731878e-52
FBgn0000097	2399.53998945309	-0.553715643961968	0.179925773882381	-3.07746706885883	0.00208767904220525	0.00232629343292128
FBgn0000100	49388.1107588791	-1.07457481767806	0.054564489362409	-19.6936657931663	2.44350000674679e-86	1.73616332409621e-85
FBgn0000108	4925.00062247869	2.48826887001714	0.137835062368548	18.0525102050154	7.53853631066673e-73	4.27424880263138e-72
FBgn0000109	764.417551201959	-1.07179142148734	0.158703721921133	-6.75341074874076	1.44409353837472e-11	1.94167151222527e-11
FBgn0000114	30791.9055119862	-1.0082340049792	0.0879809511704506	-11.4596852110167	2.10277665318259e-30	4.65724628566175e-30
FBgn0000115	1784.39939895469	-1.0346372950014	0.133636530920138	-7.74217414862186	9.77309993861189e-15	1.42303079327958e-14
FBgn0000116	113949.645157726	1.96898931896153	0.0737882943580208	26.6843045511798	7.16020430439718e-157	1.21037158885203e-155
FBgn0000117	13610.2557561065	-1.19541739899262	0.0531974666546273	-22.471321928798	7.91986285930357e-112	7.93060165640093e-111
FBgn0000119	1413.4250652091	0.913662298950936	0.118685401938398	7.69818599447607	1.38011389876603e-14	2.00066566406815e-14
FBgn0000120	16646.19498042	1.55059525118216	0.112401511471376	13.7951459093771	2.72600765546037e-43	8.60093630358338e-43
FBgn0000121	15843.9264551638	1.39887962700733	0.0779377121036958	17.9486873459427	4.91380835314613e-72	2.75303743483996e-71
FBgn0000139	1827.37549887401	-1.53856420957912	0.122975588179857	-12.5111351964335	6.48901875631043e-36	1.67814063524981e-35
FBgn0000140	7014.72926181541	-3.22440357294376	0.122975922482028	-26.2197957768113	1.58051124978453e-151	2.5000429621759e-150
FBgn0000146	2437.89547176286	-4.01624351333136	0.196220648053966	-20.4679963763385	4.15349042587966e-93	3.26748620986645e-92
FBgn0000147	2567.04081432118	-2.02898828661339	0.168304673431228	-12.05544828464	1.8154205799105e-33	4.41469635155844e-33
FBgn0000150	23487.4466889633	-1.46167662415884	0.072449104907097	-20.1752199151829	1.61643116542584e-90	1.22043135148062e-89
FBgn0000152	322.338948481582	-0.859235838739765	0.159952413827389	-5.3718216448237	7.79451842748534e-08	9.6916794421937e-08
FBgn0000153	4249.71889269639	1.75883501983803	0.0600732458596435	29.2781752453898	1.96683907507552e-188	4.43514704410158e-187
FBgn0000157	356.5141215338	2.22000353353336	0.211599306773219	10.4915444544091	9.44713602130535e-26	1.84386123600502e-25
FBgn0000158	1741.19810986018	-5.50054011771319	0.25031451163872	-21.9745155073236	5.04906972787792e-107	4.76135737466923e-106
FBgn0000163	3461.260019059	0.0863797506854342	0.111587402255835	0.774099485597776	0.438871961662568	0.450187611685468
FBgn0000166	1881.97689022783	-7.80180469639979	0.325187937240247	-23.9916792812516	3.39648537248708e-127	4.07440316358451e-126
FBgn0000173	7175.15913857959	-1.16099880251019	0.110814593311601	-10.4769486383943	1.10243413649844e-25	2.14850103197519e-25
FBgn0000179	269.577347498463	2.28711443819639	0.232907513633445	9.81983965444713	9.24905432662859e-23	1.6738677580555e-22
FBgn0000180	160.637092074885	1.03181470623912	0.233300154135913	4.42269191831746	9.74786937591014e-06	1.15100254367697e-05
FBgn0000181	35857.7636406409	-1.74105443657855	0.109866613445919	-15.8469837375626	1.47492142597648e-56	6.1888038243388e-56
FBgn0000183	7633.57497116437	-1.80578194277211	0.0780027188660589	-23.150243594366	1.44556146217999e-118	1.56848064620007e-117
FBgn0000206	765.933753591041	2.04214517141695	0.145861603084892	14.0005671693353	1.54631738783644e-44	5.04174565526361e-44
FBgn0000212	4304.83328421758	-1.31987456668088	0.138298831604686	-9.54364220844334	1.37902134850194e-21	2.42189599493146e-21
FBgn0000221	391.335524499987	-1.03056388880151	0.114219368679066	-9.02267190512317	1.83556660347096e-19	3.03810827659516e-19
FBgn0000228	2643.39700267184	-0.887711223022359	0.137680263522558	-6.44762873276249	1.13613659751368e-10	1.49928412287488e-10
FBgn0000229	1407.38165020572	0.541768489952067	0.12278635340614	4.41228585199579	1.02284945243964e-05	1.20734210807144e-05
FBgn0000239	6958.52915972172	-1.4205709429253	0.0673927879142206	-21.078975761226	1.24038766793028e-98	1.05063947557449e-97
FBgn0000241	182.375606785935	2.56789312822758	0.434999066695755	5.90321525913434	3.56484643939718e-09	4.56164452327454e-09
FBgn0000244	3419.49585547411	1.34745344883328	0.0910929298566283	14.7920749827022	1.647940460539e-49	5.99324853238805e-49
FBgn0000246	1223.84255415364	-3.52575025132468	0.143947133448139	-24.4933689672599	1.7381421761028e-132	2.22031221111684e-131
FBgn0000247	3077.9637384412	0.1700118602209	0.124801978588705	1.36225292373919	0.173118078819215	0.180991259894518
FBgn0000250	8640.92805545435	-1.12985590255839	0.070260371976348	-16.0809837861196	3.46827210862003e-58	1.49949151977513e-57
FBgn0000251	5103.25991497383	-1.9189513589247	0.0772644319950522	-24.8361543516891	3.64948008193972e-136	4.83433370495513e-135
FBgn0000253	42629.138194042	-0.190984601058123	0.0624405653528185	-3.05866226513118	0.00222327639243171	0.00247482184201348
FBgn0000256	7634.59965226696	2.53256129540567	0.0902343667159827	28.0664827335359	2.51396621056221e-173	4.92620642520781e-172
FBgn0000257	1785.89614033909	-1.63190526081873	0.103870655524643	-15.7109363811761	1.27285147912672e-55	5.2385973797845e-55
FBgn0000259	8346.70593207476	-1.80930157861583	0.0711268910172523	-25.4376587074074	9.66843537634662e-143	1.40002735792784e-141
FBgn0000261	31561.2396776476	1.76881175977891	0.0815780535097162	21.682446242337	3.00477264028064e-104	2.72481914946708e-103
FBgn0000273	8933.66790171711	0.471105171181505	0.0905965846193181	5.20003235399064	1.99253839079192e-07	2.45504000266916e-07
FBgn0000274	1033.64590761849	5.41250270121253	0.213889195649502	25.3051711414256	2.80190390394374e-141	3.98883090710834e-140
FBgn0000276	467.190662575162	8.78568964180143	0.629944948573254	13.9467578265369	3.29235174525092e-44	1.06465320804283e-43
FBgn0000283	5347.40088559703	-1.79592991078022	0.130211853413495	-13.7923688489184	2.83302063441893e-43	8.92665915101176e-43
FBgn0000286	3451.35423134399	0.2992613317962	0.10479350038968	2.85572416880227	0.00429387990740818	0.0047359735821838
FBgn0000287	679.83723208101	3.57522483198692	0.258344684143032	13.8389719294843	1.4831258927376e-43	4.72488960598206e-43
FBgn0000289	6601.59414602008	-1.14279613988294	0.107186783809765	-10.6617261873551	1.53717519211218e-26	3.07071209974598e-26
FBgn0000299	15141.1999342444	1.08643296468526	0.120545201787725	9.01266038442929	2.01117315170451e-19	3.32503455443409e-19
FBgn0000303	590.644850998815	2.60629673992598	0.156510015129464	16.6525876172849	2.89796126139907e-62	1.36477920544804e-61
FBgn0000307	5256.82054741849	-2.22477656012631	0.147519715849892	-15.0812150586714	2.1527051046957e-51	8.13443029008137e-51
FBgn0000308	17372.8499444524	-1.08479228868741	0.0900486323341002	-12.0467380855113	2.01777966671342e-33	4.89972966335506e-33
FBgn0000316	3269.43423181732	-2.73592733194503	0.124051345669609	-22.0547976902382	8.59149319927319e-108	8.1934692205498e-107
FBgn0000317	2294.96157223326	-0.0637728020955573	0.156997374452451	-0.406202984718523	0.684593461208231	0.693395880133418
FBgn0000318	4066.79420137943	-0.578355129220624	0.164574842334395	-3.514237783959	0.000441017842516738	0.000499862525388755
FBgn0000319	17939.8028524904	-0.150486757593265	0.111162648369323	-1.35375289992456	0.175815224880411	0.183778547167989
FBgn0000320	748.995226094118	0.822139397505545	0.148543385305704	5.53467524530676	3.11805538091326e-08	3.90948030357291e-08
FBgn0000326	1178.31859451994	-0.436350443449979	0.104394569647483	-4.17981936151886	2.91740745041866e-05	3.40633265159555e-05
FBgn0000330	1199.74073596316	-1.04450278799066	0.075740011275059	-13.7906341761348	2.90197556985498e-43	9.13905739163285e-43
FBgn0000339	2558.47431559798	-1.06974486203692	0.195505338055021	-5.47169132402852	4.45760753440096e-08	5.56894593217189e-08
FBgn0000346	2555.34148778481	2.33560688998845	0.0767582554060001	30.4280872153053	2.33565756656136e-203	6.0257925341679e-202
FBgn0000351	1624.54132117846	-6.1674668421844	0.185108479757008	-33.318121624036	2.11017677530965e-243	8.01731471931153e-242
FBgn0000352	2300.75918819943	-2.41238244853265	0.0876128423855508	-27.534575786466	6.77155071051291e-167	1.26202907248297e-165
FBgn0000355	33241.1757886588	-9.01721507314938	0.548062408434198	-16.4528983093574	7.99491437045704e-61	3.64459522381637e-60
FBgn0000356	7791.83463469947	-13.9060853243098	0.775975269997255	-17.9207841563804	8.11757850742847e-72	4.52867363757199e-71
FBgn0000357	8356.89126540367	-8.63224989816131	0.37227121032436	-23.1880673518643	6.00812005859433e-119	6.56724760521282e-118
