geneID	log2FC.MCabs.vs.MCsim	pVal.MCabs.vs.MCsim	padj.MCabs.vs.MCsim	log2FC.MCabs.vs.MCcom	pVal.MCabs.vs.MCcom	padj.MCabs.vs.MCcom	log2FC.MCsim.vs.MCcom	pval.MCsim.vs.MCcom	padj.MCsim.vs.MCcom	log2FC.sex.Osada	sex.bias.category
FBgn0000008	0.129754868056773	0.109921327917955	0.999948004355784	0.12135679691506	0.175480474437753	0.853714842140956	-0.00760288230490708	0.939512822214318	0.999772125472133	0.0711571385246819	Unbiased
FBgn0000017	-0.0449272835382225	0.489691632388354	0.999948004355784	-0.0794846483584791	0.188709646709874	0.862232442951696	-0.0334684092124384	0.43017593010198	0.999772125472133	0.26708842419127	Unbiased
FBgn0000018	-0.0880551871801087	0.385996048519525	0.999948004355784	-0.0860811721510533	0.586149465394705	0.974580656147153	0.0052441352336267	0.972930239157225	0.999772125472133	-0.121136430851686	Unbiased
FBgn0000024	0.0114231484529485	0.849637237310151	0.999948004355784	-0.0332186154449947	0.512188873469877	0.971411571728064	-0.0436344122959993	0.363999816049322	0.999772125472133	0.323814316137286	Unbiased
FBgn0000028	0.0156112872925567	0.813736273531021	0.999948004355784	-0.0273818106680037	0.7341254537977	0.991026623130734	-0.0430048238953458	0.580199597452448	0.999772125472133	0.0594438887043389	Unbiased
FBgn0000032	-0.00589666022247894	0.942105186910913	0.999948004355784	0.00411860405240762	0.95839221776108	0.998489443496998	0.0109387537731295	0.888534716842202	0.999772125472133	-0.0784221807000458	Unbiased
FBgn0000036	-0.0757347550232218	0.218380953465716	0.999948004355784	-0.0572297708122745	0.283217719048384	0.908024896569496	0.0193985855382725	0.717626269455466	0.999772125472133	0.416242993919477	Unbiased
FBgn0000037	0.00334290902754518	0.956025272893031	0.999948004355784	-0.0252362708487751	0.549276533985479	0.972073034760305	-0.0277445245888173	0.624319640209944	0.999772125472133	0.299993991121707	Unbiased
FBgn0000038	-0.014307710819963	0.652847136949353	0.999948004355784	0.00701923398992839	0.895624003213813	0.996390634139426	0.0224121002888969	0.67277854647097	0.999772125472133	0.2806648867906	Unbiased
FBgn0000039	0.0150057959850894	0.760942183023683	0.999948004355784	0.0350719812286994	0.612013622237394	0.979052840528657	0.0201745332580517	0.773829906579304	0.999772125472133	0.350287218922687	Unbiased
FBgn0000042	-0.0843710850826749	0.0180861105085366	0.629612642475194	-0.0579277836197142	0.147926841823459	0.820572734708939	0.0273904177088435	0.479147886512433	0.999772125472133	0.113909720864216	Unbiased
FBgn0000043	-0.0203238728529813	0.882714362178901	0.999948004355784	-0.0992976713943333	0.466866524161338	0.961571187491165	-0.077773445915889	0.482631104747767	0.999772125472133	-0.346952699867801	Unbiased
FBgn0000044	0.148019851276202	0.420129763700459	0.999948004355784	-0.0619358116848494	0.674057308339888	0.986461749308463	-0.209025134801683	0.344884593451515	0.999772125472133	-0.458136860947671	Unbiased
FBgn0000045	0.548662814736647	0.0378825229114963	0.828787777855765	0.0576668779456253	0.922581012410127	0.996390634139426	-0.49082888099505	0.356802879391782	0.999772125472133	-0.11163711053445	Unbiased
FBgn0000046	0.0893712579133553	0.405628697033736	0.999948004355784	0.0871442981906404	0.488869614043675	0.961891957525055	-0.00139567105156288	0.991631711092423	0.999772125472133	-0.199009646546733	Unbiased
FBgn0000047	0.368886856436407	0.417101807556151	0.999948004355784	-0.232334260816723	0.688848279226043	0.988219907570313	-0.603876200195932	0.214716526913423	0.999772125472133	1.88735455457242	Male-biased
FBgn0000052	0.141823731198809	0.495286643626569	0.999948004355784	0.149764653919407	0.403982534233538	0.946108437243988	0.00896331240535285	0.96150173511045	0.999772125472133	-0.09468308973454	Unbiased
FBgn0000053	0.738542390092008	9.57922552049888e-07	0.00131686981691087	0.798579312122346	1.54406039833585e-06	0.000492297923669415	0.0608603594722869	0.604596669178034	0.999772125472133	-0.0415660293691243	Unbiased
FBgn0000055	0.225765374128683	0.430545996269009	0.999948004355784	0.288718720815094	0.555482566146306	0.972073034760305	0.0628897489359429	0.857927279525498	0.999772125472133	0.530696254410457	Male-biased
FBgn0000057	0.06676340762138	0.261094629364235	0.999948004355784	0.151184547582781	0.00268228556131538	0.135746356581913	0.085442069547065	0.179590613776036	0.984511940317115	-0.0306834683858143	Unbiased
FBgn0000063	-0.129724257435329	0.654015849819546	0.999948004355784	0.123421833725078	0.685777826502261	0.988137471079071	0.260022664954974	0.239327242010807	0.999772125472133	0.274755148986141	Unbiased
FBgn0000064	0.00315034756058106	0.971603101638344	0.999948004355784	0.0635626451265216	0.353520204960786	0.940066933680822	0.0613903734434747	0.469360233024833	0.999772125472133	0.0617726808088959	Unbiased
FBgn0000075	-0.0024229428166791	0.987781685609501	0.999948004355784	-0.107456231759032	0.530569496178271	0.972042853406307	-0.103973773935911	0.484510675737918	0.999772125472133	-0.207175175488845	Unbiased
FBgn0000077	0.129816335722425	0.128959467030161	0.999948004355784	0.0463632147957991	0.62011481839934	0.980558478755115	-0.0817150967297515	0.300390207622665	0.999772125472133	-0.0507410386922587	Unbiased
FBgn0000078	1.44604748899281	0.00735170140716633	0.421178559078835	1.38677694295229	0.00644356048282687	0.225425063838824	-0.0584396765129352	0.913971761807471	0.999772125472133	0.944996730099214	Male-biased
FBgn0000079	0.471517205617297	0.0444084577252876	0.865367723473425	0.678841169722752	0.000719362862244274	0.0550456462189319	0.207954871720982	0.561931751469939	0.999772125472133	1.16659090405303	Male-biased
FBgn0000083	0.0720838386005946	0.111521049407096	0.999948004355784	0.036928211069666	0.455745760560545	0.960926862999346	-0.0342338453082146	0.469016945791306	0.999772125472133	-0.0355345413784422	Unbiased
FBgn0000084	0.0604137525652433	0.507590474148116	0.999948004355784	0.0468323401805475	0.407890776601334	0.946108437243988	-0.0126835068523705	0.896767353855568	0.999772125472133	-0.354605927288885	Unbiased
FBgn0000092	0.366807229112417	0.0571538661120911	0.924725366848016	0.247070011448406	0.440119368505079	0.957297194569034	-0.114792636558	0.72422574197855	0.999772125472133	1.35569705562837	Male-biased
FBgn0000097	0.111891202979878	0.215532376711006	0.999948004355784	0.177370340461429	0.0150935105297126	0.356310940082634	0.0666466628299501	0.397401175317877	0.999772125472133	-0.132259026010679	Unbiased
FBgn0000100	-0.0303692517776979	0.763846965986003	0.999948004355784	0.0873269038517889	0.0608269968711218	0.624843670537994	0.118764825353387	0.214177901054435	0.999772125472133	-0.889785659663887	Female-biased
FBgn0000108	-0.0360868484920307	0.519465556371115	0.999948004355784	-0.0523486234882177	0.270797378344502	0.907429392896187	-0.0152655022031542	0.733158478755293	0.999772125472133	0.352230712117397	Unbiased
FBgn0000109	0.0689502553264282	0.596426453050477	0.999948004355784	0.207524973941271	0.137226720510939	0.80856324905191	0.140024336016127	0.230124795385175	0.999772125472133	-0.364271283284015	Unbiased
FBgn0000114	-0.0296422960354747	0.694518780621755	0.999948004355784	0.0953764762778962	0.157721281824456	0.831667394722532	0.125857094962156	0.0533000119257515	0.729041734665973	-0.0513413369084907	Unbiased
FBgn0000115	-0.0418580286504323	0.586205649906519	0.999948004355784	0.0845482323872514	0.118722397681904	0.769212030082994	0.127850102526032	0.0973300718374264	0.868102206672124	-0.168442064131658	Unbiased
FBgn0000116	0.145231661278508	0.0545634122669776	0.908414733988106	0.0919660460714709	0.133209530747433	0.802360932996972	-0.0523351347792433	0.445310428000839	0.999772125472133	-0.113405975408884	Unbiased
FBgn0000117	0.0202774258048362	0.590586704024588	0.999948004355784	-0.0119331953094234	0.723910907557498	0.991026623130734	-0.0312808182068024	0.391297087347289	0.999772125472133	0.0475998654229999	Unbiased
FBgn0000119	0.0565952284095854	0.287730379537373	0.999948004355784	0.0698231446228523	0.139680697786039	0.812901466467467	0.0141932977158498	0.800582199525362	0.999772125472133	-0.114527596842974	Unbiased
FBgn0000120	0.0486871852413195	0.582944946273594	0.999948004355784	0.00366237559795289	0.968819445144764	0.998921159889284	-0.0441098173254438	0.615871803772535	0.999772125472133	0.0872839429493138	Unbiased
FBgn0000121	-0.0942134590189782	0.225147272068748	0.999948004355784	-0.0922281807623675	0.277128729599593	0.907511615793793	0.00286409293566533	0.968590790399317	0.999772125472133	0.000639355593858738	Unbiased
FBgn0000139	-0.00170221603494266	0.976580770984154	0.999948004355784	-0.00455095144788195	0.950810624798099	0.998068341169405	-0.00214279212301621	0.976039586735628	0.999772125472133	-0.308493711314987	Unbiased
FBgn0000150	0.0177310438022819	0.855379808294176	0.999948004355784	0.13042207959366	0.0176117578913011	0.384603799612546	0.113730744230603	0.21946283317543	0.999772125472133	-0.522801421942566	Female-biased
FBgn0000152	-0.120136190151965	0.228869384137382	0.999948004355784	-0.0638878758539008	0.550260779605969	0.972073034760305	0.0572507575635274	0.582601544500777	0.999772125472133	-0.361385897424288	Unbiased
FBgn0000153	-0.239197242835311	0.147189226887425	0.999948004355784	0.0655068142008991	0.573851832680158	0.973171706852802	0.30596474350913	0.0255236331301173	0.550463492206164	0.45224791102451	Unbiased
FBgn0000157	-0.01427826894	0.775418056941351	0.999948004355784	-0.0099779132443854	0.843357307790886	0.995405611857681	0.00526900206675458	0.918242740877269	0.999772125472133	0.233772697653881	Unbiased
FBgn0000163	-0.0310977689718166	0.638066937407926	0.999948004355784	0.116097104600408	0.0978810026742708	0.725195323781236	0.147948512705889	0.0522202694422935	0.729041734665973	0.208883083916475	Unbiased
FBgn0000173	-0.0481359808898948	0.179810426348691	0.999948004355784	-0.00973306777346952	0.783838351188032	0.992759001749175	0.0393497075023256	0.2621269955207	0.999772125472133	-0.0443370835075802	Unbiased
FBgn0000179	-0.10503333052301	0.042687431814421	0.864802434421417	-0.0587544331214728	0.307250170498339	0.918992821469663	0.0474881710177016	0.366187722852999	0.999772125472133	0.0848398698914598	Unbiased
FBgn0000180	-0.105710026122333	0.290778906845413	0.999948004355784	-0.106455842381235	0.346636904216982	0.937882770764627	-0.00031570689562969	0.997573620136979	0.999772125472133	0.215042592424537	Unbiased
FBgn0000181	0.0237877958055819	0.756000622797041	0.999948004355784	0.0820647768028487	0.158058949064213	0.831667394722532	0.0592483545183889	0.405535710554852	0.999772125472133	-0.452745629534221	Unbiased
FBgn0000183	0.0930123873651566	0.158971726996627	0.999948004355784	0.142720720049514	0.0206386180304119	0.412118987515292	0.0504898104768599	0.149281691689174	0.95361070601093	0.169617878410729	Unbiased
FBgn0000206	-0.0603360150828808	0.10829540169299	0.999948004355784	-0.0413085185341926	0.314254857002886	0.921001480277485	0.0198958528880604	0.616984145825501	0.999772125472133	0.0883515635832086	Unbiased
FBgn0000212	0.0589456572373352	0.329387410481863	0.999948004355784	0.03685033176552	0.489818598516018	0.961906468963055	-0.0209958309653578	0.660316257176821	0.999772125472133	0.060179559942892	Unbiased
FBgn0000221	0.00853032642868957	0.951708759818179	0.999948004355784	0.0265112966175129	0.843176497739952	0.995405611857681	0.0183919568035262	0.89637985627404	0.999772125472133	0.175150734068317	Unbiased
FBgn0000228	0.0422392216701444	0.419363446819348	0.999948004355784	0.042810771317562	0.368258976052406	0.946108437243988	0.00205741265167305	0.961331420593437	0.999772125472133	0.0325810611757049	Unbiased
FBgn0000229	-0.0497421250077992	0.368258163421885	0.999948004355784	-0.069604461551394	0.269788080989201	0.906719253219151	-0.0189765709718185	0.76921420589305	0.999772125472133	0.187740623076722	Unbiased
FBgn0000239	0.0385050772803736	0.583185078797382	0.999948004355784	0.0702130840803633	0.144412619646866	0.817800096863524	0.0323942895582344	0.604738839837538	0.999772125472133	-0.424580140348577	Unbiased
FBgn0000241	-0.0409311665359521	0.861331266144004	0.999948004355784	-0.192156951410162	0.325796450603177	0.927117517817384	-0.149911336658796	0.399497672750109	0.999772125472133	0.397435240813577	Unbiased
FBgn0000244	-0.0167940784447925	0.757254087491489	0.999948004355784	-0.0242240993414826	0.635148630907599	0.981453968391924	-0.00631529519501232	0.901692977635366	0.999772125472133	-0.230245746217051	Unbiased
FBgn0000246	-0.264790345670319	0.172030371468832	0.999948004355784	-0.304427594713956	0.0297862678003112	0.488688939125175	-0.0381255292883164	0.857709069317264	0.999772125472133	0.140546627247634	Unbiased
FBgn0000247	-0.025216015948102	0.574377208542385	0.999948004355784	-0.0215215604391384	0.568795617421206	0.973160857885044	0.00443208330919616	0.907606556179158	0.999772125472133	0.0203115891191273	Unbiased
FBgn0000250	-0.0232630650197804	0.775346801520514	0.999948004355784	0.0251092821246984	0.783561076809025	0.992759001749175	0.0493837584993631	0.555630207452175	0.999772125472133	-0.184901215307623	Unbiased
FBgn0000253	-0.0185477493556743	0.816746586033874	0.999948004355784	-0.00946450118207573	0.894764499897272	0.996390634139426	0.0100627684111942	0.850417880655134	0.999772125472133	0.194152722283285	Unbiased
FBgn0000256	-0.0151665191190266	0.824584852580013	0.999948004355784	-0.0118507310309422	0.845420497990602	0.995405611857681	0.00433184581670388	0.944081494217376	0.999772125472133	0.116590387012486	Unbiased
FBgn0000257	0.0265117682991097	0.656619617731762	0.999948004355784	0.00622535876485028	0.899229926709618	0.996390634139426	-0.0195967721711433	0.751829054183493	0.999772125472133	0.262923158098623	Unbiased
FBgn0000259	-0.0294049558479185	0.522037178491656	0.999948004355784	-0.0249543412218561	0.537725898019399	0.972042853406307	0.0054949880868151	0.887986287180268	0.999772125472133	-0.00230954525019465	Unbiased
