geneID	log2FC.MCabs.vs.MCsim	pVal.MCabs.vs.MCsim	padj.MCabs.vs.MCsim	log2FC.MCabs.vs.MCcom	pVal.MCabs.vs.MCcom	padj.MCabs.vs.MCcom	log2FC.MCsim.vs.MCcom	pval.MCsim.vs.MCcom	padj.MCsim.vs.MCcom	log2FC.sex.Osada	sex.bias.category
FBgn0000008	0.0310904711234138	0.769149892510838	0.999502176658091	0.0608728356891572	0.54002542764832	0.997811513262844	0.0300105345690532	0.797884593901741	0.999422032235373	0.0711571385246819	Unbiased
FBgn0000017	-0.0581014622227548	0.369035121655925	0.999502176658091	0.0162639170810428	0.811982049934254	0.997811513262844	0.0753600842739418	0.329239947527133	0.999422032235373	0.26708842419127	Unbiased
FBgn0000018	-0.0823814303022404	0.559340930339683	0.999502176658091	-0.135601930317979	0.430000403363241	0.997811513262844	-0.0497220928853846	0.710247922019367	0.999422032235373	-0.121136430851686	Unbiased
FBgn0000024	0.0163624262766247	0.88991563302553	0.999502176658091	0.107188524268826	0.216781434518034	0.997811513262844	0.0913810461264029	0.426119004271309	0.999422032235373	0.323814316137286	Unbiased
FBgn0000028	-0.0311951766543161	0.794503449443586	0.999502176658091	0.0358652104793257	0.76542275256666	0.997811513262844	0.0679476680884996	0.574278133065273	0.999422032235373	0.0594438887043389	Unbiased
FBgn0000032	0.0269457997843908	0.73724797756091	0.999502176658091	0.00444068739061929	0.954387943821372	0.997811513262844	-0.0225439851643757	0.784634757158436	0.999422032235373	-0.0784221807000458	Unbiased
FBgn0000036	-0.0610539825934026	0.598030748258836	0.999502176658091	0.0255973542503647	0.726576924689902	0.997811513262844	0.0877846001722359	0.466170401271347	0.999422032235373	0.416242993919477	Unbiased
FBgn0000037	-0.0036276948833964	0.956165582168582	0.999502176658091	0.0304211720736274	0.629650727341914	0.997811513262844	0.0347870710846745	0.58747480019908	0.999422032235373	0.299993991121707	Unbiased
FBgn0000038	-0.00806564300454258	0.928910078505304	0.999502176658091	0.0075492905331141	0.918246895183577	0.997811513262844	0.0163170502475815	0.827181829878773	0.999422032235373	0.2806648867906	Unbiased
FBgn0000039	0.0576478398113911	0.524525344249539	0.999502176658091	0.0823633982201576	0.442002910067817	0.997811513262844	0.0247357067447882	0.778528986452358	0.999422032235373	0.350287218922687	Unbiased
FBgn0000042	-0.114274756583966	0.221140464240099	0.999502176658091	-0.0664900904244064	0.429647001255836	0.997811513262844	0.0482780004055553	0.541605965799208	0.999422032235373	0.113909720864216	Unbiased
FBgn0000043	-0.0734890046644461	0.605647361755817	0.999502176658091	-0.233226208017766	0.169811622122892	0.997811513262844	-0.158624779697311	0.251477912422589	0.999422032235373	-0.346952699867801	Unbiased
FBgn0000044	-0.0331037189384857	0.798741053122266	0.999502176658091	-0.182952143369327	0.0514366712784659	0.887165248367747	-0.148918206232566	0.230824278948493	0.999422032235373	-0.458136860947671	Unbiased
FBgn0000045	-0.354617576288488	0.436332539101401	0.999502176658091	0.494266816479609	0.0525729024860133	0.894494377504301	0.849023496953132	0.0960558645541175	0.999422032235373	-0.11163711053445	Unbiased
FBgn0000046	-0.274129202855656	0.068161495126319	0.795385852218687	-0.00340402555820392	0.979838569128817	0.997811513262844	0.271363365451179	0.0910988603953327	0.999422032235373	-0.199009646546733	Unbiased
FBgn0000047	-0.910308292936929	NA	NA	0.727040663031776	0.0869282665475912	0.970115334848059	1.64410898316491	NA	NA	1.88735455457242	Male-biased
FBgn0000052	0.439560946342364	0.0570235745141054	0.750398060778324	0.157668055077052	0.481706901880623	0.997811513262844	-0.281646779747448	0.24349379518546	0.999422032235373	-0.09468308973454	Unbiased
FBgn0000053	0.881032049853567	0.0632466962359725	0.771293918674947	0.502185756095881	0.284412195258898	0.997811513262844	-0.377871810043223	0.405163350188671	0.999422032235373	-0.0415660293691243	Unbiased
FBgn0000055	0.526234626227257	0.0297272653460198	0.579534435625566	0.140971942097407	0.827770118563101	0.997811513262844	-0.388274704580038	0.52277057742253	0.999422032235373	0.530696254410457	Male-biased
FBgn0000057	0.293258433428141	0.0117629653992615	0.386869843459921	0.215252195724103	0.0764340438249908	0.95791968623311	-0.0768729272753267	0.458579238148673	0.999422032235373	-0.0306834683858143	Unbiased
FBgn0000064	0.11408147200789	0.18368426000339	0.999502176658091	0.0219187253616883	0.834865100146252	0.997811513262844	-0.0916090306529848	0.429850512167005	0.999422032235373	0.0617726808088959	Unbiased
