geneID	Gonad.Specificity.Index
FBgn0000003	0.0805806453922576
FBgn0000008	0.0659860540963816
FBgn0000014	0.805526157356514
FBgn0000015	0.251018028930674
FBgn0000017	0.0710190770799104
FBgn0000018	0.191800509461632
FBgn0000024	0.00227545861426773
FBgn0000028	0.471639450032847
FBgn0000032	0.262177484439707
FBgn0000036	0.0225290851532561
FBgn0000037	0.0058280832734656
FBgn0000038	0.0225734168978925
FBgn0000039	0.00128008030226365
FBgn0000042	0.0727590557357097
FBgn0000043	0.708491931575606
FBgn0000044	0.0268366621273125
FBgn0000045	0.0248534866589932
FBgn0000046	0.319172408128681
FBgn0000047	0.00211467498759253
FBgn0000052	0.106960079829229
FBgn0000053	0.0312607171918114
FBgn0000055	0.00255620410428201
FBgn0000056	0.00260539674861452
FBgn0000057	0.335348048006539
FBgn0000061	0
FBgn0000063	0.669223803298378
FBgn0000064	0.100207730271849
FBgn0000071	0.202830647192794
FBgn0000075	0.0692609558971579
FBgn0000077	0.0217432830936746
FBgn0000078	0.00377972790250724
FBgn0000079	0.00435566260940655
FBgn0000083	0.0341983783207882
FBgn0000084	0.0709482300776363
FBgn0000092	0.0121017112493779
FBgn0000094	0.643233750555223
FBgn0000097	0.0160534426929199
FBgn0000100	0.034746353899658
FBgn0000108	0.00327067188859924
FBgn0000109	0.0460208566293797
FBgn0000114	0.899929463331508
FBgn0000115	0.110281541669478
FBgn0000116	0.0191782441182526
FBgn0000117	0.0517181685508847
FBgn0000119	0.0725708982120781
FBgn0000120	0.00173747675677204
FBgn0000121	5.19492500067137e-05
FBgn0000137	0
FBgn0000139	0.0975866065354951
FBgn0000140	0.91608482763965
FBgn0000146	0.739084739661
FBgn0000147	0.859949695045592
FBgn0000150	0.088525771563619
FBgn0000152	0.0515134608073703
FBgn0000153	0.00179654561050756
FBgn0000157	0.0264388988522516
FBgn0000158	0.784413812187728
FBgn0000163	0.0414099871034455
FBgn0000166	0.396669517472157
FBgn0000173	0.0559147908094636
FBgn0000179	0.0164302139529036
FBgn0000180	0.0901804353312006
FBgn0000181	0.14323718553746
FBgn0000182	0.943115611220274
FBgn0000183	0.0806218380027639
FBgn0000206	0.00889451189494518
FBgn0000212	0.0466659193160492
FBgn0000216	0.898649952734962
FBgn0000221	0.204408434544748
FBgn0000227	1
FBgn0000228	0.0175134898586226
FBgn0000229	0.0606249197341765
FBgn0000233	0.620824287526365
FBgn0000239	0.195600916410876
FBgn0000241	0.0489596134645231
FBgn0000244	0.0117487945800104
FBgn0000246	0.253795526548916
FBgn0000247	0.124283705937408
FBgn0000250	0.0342617165455072
FBgn0000251	0.0843810049531819
FBgn0000253	0.0879143244555361
FBgn0000256	0.534810244631233
FBgn0000257	0.061170785254719
FBgn0000259	0.132935326924794
FBgn0000261	0.0570660432143315
FBgn0000273	0.0269600819703542
FBgn0000274	0.987470113602338
FBgn0000276	0.662827099579273
FBgn0000277	0.105938940856312
FBgn0000278	0.261205885056853
FBgn0000279	0.0121445998279115
FBgn0000283	0.0599387403823131
FBgn0000286	0.0656877594751758
FBgn0000287	0.720668453220929
FBgn0000289	0.0652686846862251
FBgn0000299	0.112188619026829
FBgn0000303	0.00768561904652206
FBgn0000307	0.0793776580260045
FBgn0000308	0.115584405447718
FBgn0000316	0.061466544797955
FBgn0000317	0.0384028353816599
FBgn0000318	0.138818580509715
FBgn0000319	0.0529480231642825
FBgn0000320	0.176357758610383
FBgn0000326	0.0734583293798884
FBgn0000330	0.0553528726661698
FBgn0000337	0.200392150792371
FBgn0000339	0.108838440263253
FBgn0000346	0.0712681588665101
FBgn0000351	0.127156224596774
FBgn0000352	0.0455484405424051
FBgn0000355	0.0992144977115415
FBgn0000356	0.00157357659780689
FBgn0000357	0.00421493444719892
FBgn0000358	0.00232568855716416
FBgn0000359	0.0403206250236279
FBgn0000360	0.0383485059803279
FBgn0000370	0.0462737073750438
FBgn0000376	0.044097148178336
FBgn0000377	0.0547448477809051
FBgn0000382	0.03118353133127
FBgn0000384	0.0614939883200091
FBgn0000392	0.844714422618273
FBgn0000394	0.0201722299999924
FBgn0000395	0.0526586270085431
FBgn0000404	0.761785509817671
FBgn0000405	0.777065338714964
FBgn0000406	0.00990961104177051
FBgn0000411	0.0369833669211328
FBgn0000412	0.253772269692113
FBgn0000414	0.0130863714236402
FBgn0000416	0.0710976961309405
FBgn0000422	0.032842818069175
FBgn0000426	0.438207143251151
FBgn0000427	0.241928713244738
FBgn0000439	0.0599523841177562
FBgn0000442	0.0154326533315835
FBgn0000447	0.59055402683621
FBgn0000448	0.0906696983219816
FBgn0000449	0.0500820249791456
FBgn0000451	0.00226763180661811
FBgn0000454	0.133253344673399
FBgn0000455	0.0580552015094297
FBgn0000459	0.108020643062092
FBgn0000463	0.0662637317357719
FBgn0000464	0.0194401306671642
FBgn0000473	0.00328990665630089
FBgn0000477	0.000826583045802341
FBgn0000479	0.0206709778323956
FBgn0000482	0.0480285480412374
FBgn0000489	0.333309005466142
FBgn0000490	0.0615989476678905
FBgn0000492	0.0446918513646761
FBgn0000499	0.306698812913855
FBgn0000500	0.000704757580459603
FBgn0000504	0.0316253120546603
FBgn0000520	0.0332187266908792
FBgn0000524	0.0705980215877703
FBgn0000527	0.0160631373703646
FBgn0000529	0.00674611731486338
FBgn0000533	0.00589957381357477
FBgn0000535	0.00169954527404696
FBgn0000536	0.0335270839791603
FBgn0000541	0.157623840470504
FBgn0000542	0.0422091007383767
FBgn0000543	0.107550418482859
FBgn0000546	0.0153291495326771
FBgn0000547	0.037083021396126
FBgn0000551	0.0393964411811203
FBgn0000552	0
FBgn0000557	0.0122884844652626
FBgn0000559	0.0343550746606911
FBgn0000560	0.855769677974691
FBgn0000562	0.0208079667199519
FBgn0000564	0
FBgn0000565	0.0455586339580696
FBgn0000566	0.0256699775400915
FBgn0000567	0.0218824864617542
FBgn0000568	0.00643781868743573
FBgn0000575	0.0152808271598594
FBgn0000576	0.378647838689528
FBgn0000577	0.16549579675979
FBgn0000578	0.110893652663175
FBgn0000579	0.042027366616276
FBgn0000581	0.10720580194911
FBgn0000588	0.11917576811416
FBgn0000591	0.23028657347492
FBgn0000592	0.0101598706454538
FBgn0000594	0.0434231021556231
FBgn0000606	1
FBgn0000611	0.031921027043843
FBgn0000615	0.973926351720787
FBgn0000617	0.0951243716719076
FBgn0000618	0.124719544965138
FBgn0000625	0.00352448338667359
FBgn0000629	0.102104601934749
FBgn0000633	0.0261388453282328
FBgn0000635	0.0337632633006078
FBgn0000636	0.126909121639911
FBgn0000639	0.00553628862595417
FBgn0000640	0.581337455290809
FBgn0000644	0.102107081739443
FBgn0000658	0.032881904660687
FBgn0000659	0.000969956147186244
FBgn0000662	0.0295813214461646
FBgn0000667	0.0294691255305328
FBgn0000709	0.0701523827427322
FBgn0000711	0.019460070906808
FBgn0000715	0.0193052853468218
FBgn0000719	0.0225164265296484
FBgn0000721	0.0447296175399123
FBgn0000723	0.0183429774388269
FBgn0000808	0.0902757614098958
FBgn0000810	0.0967398704953597
FBgn0000826	0.100656390269378
FBgn0000927	0.0463546190110616
FBgn0000928	0.618217932738923
FBgn0000964	0.111845637596058
FBgn0000996	0.199750702666904
FBgn0001075	0.22124569606022
FBgn0001077	0.999691815116738
FBgn0001078	0.0276659103078764
FBgn0001079	0.0567777161453925
FBgn0001083	0.0385920639836767
FBgn0001084	0.111673344317727
FBgn0001085	0.0135278699464562
FBgn0001086	0.719673714376523
FBgn0001087	0.0589050270633134
FBgn0001089	0.0270406881135282
FBgn0001090	0.0231658267878825
FBgn0001091	0.00997810493637844
FBgn0001092	0.0164532454694165
FBgn0001098	0.0187800465152114
FBgn0001099	0.912012333735249
FBgn0001104	0.0568791586771701
FBgn0001105	0.0626880589573854
FBgn0001108	0.102431073469817
FBgn0001112	0.0299280088057122
FBgn0001114	0.0127430197083803
FBgn0001120	0.232301115412421
FBgn0001122	0.0162503671490602
FBgn0001123	0.0271488845710743
FBgn0001124	0.145198085071988
FBgn0001125	0.099938359672617
FBgn0001128	0.0125563425740838
FBgn0001133	0.0671575410643017
FBgn0001134	0.0217543890853331
FBgn0001137	0.0602767331444174
FBgn0001138	0.00647092615083792
FBgn0001139	0.105855363903408
FBgn0001142	0.0125357547760577
FBgn0001145	0.00941698844742352
FBgn0001147	0.774764930798101
FBgn0001148	0
FBgn0001149	0.0990236241931903
FBgn0001150	0
FBgn0001168	0.0161718256806762
FBgn0001169	0.0998021627944458
FBgn0001170	0.0732690168743614
FBgn0001174	0.976870515314242
